,item_id,name,category,price,old_price,sellable_online,depth,height,width,release_date,designer
26,40400529,EKEDALEN,Bar furniture,796.0,SR 995,True,,105,80,10/12/2000,EhlÃ©n Johansson
27,90319918,HENRIKSDAL,Bar furniture,695.0,No old price,True,51,102,40,8/17/1997,Karl Malmvall
28,29297227,STENSELE / NORRARYD,Bar furniture,1340.0,No old price,True,,,,1/12/1998,Nike Karlsson/Maja Ganszyniec
29,99323925,STENSELE,Bar furniture,550.0,No old price,True,,104,70,8/25/2001,Maja Ganszyniec
30,40339004,NORRÃ…KER,Bar furniture,595.0,No old price,True,,102,74,12/12/1999,J Karlsson/N Karlsson
31,39184324,HENRIKSDAL,Bar furniture,435.0,No old price,True,51,102,40,1/11/2005,IKEA of Sweden/Karl Malmvall
32,19297275,NORRÃ…KER / NORRÃ…KER,Bar furniture,1266.0,"SR 1,385",True,,,,3/23/1997,J Karlsson/N Karlsson
33,60400745,YNGVAR,Bar furniture,475.0,No old price,True,40,,40,6/3/2003,IKEA of Sweden
34,20336619,HENRIKSDAL,Bar furniture,40.0,No old price,True,,,,1/16/1984,IKEA of Sweden
35,20429010,NORRÃ…KER,Bar furniture,395.0,No old price,True,48,100,42,10/1/1980,J Karlsson/N Karlsson
36,80369112,NORDVIKEN,Bar furniture,275.0,No old price,False,47,101,40,4/9/2008,Francis Cayouette
37,89280380,NORRÃ…KER / NORRARYD,Bar furniture,1385.0,No old price,True,,104,74,11/1/1989,Nike Karlsson/J Karlsson/N Karlsson
38,29304223,EKEDALEN / EKEDALEN,Bar furniture,2375.0,No old price,True,,,,10/21/2001,EhlÃ©n Johansson
39,49304217,EKEDALEN / EKEDALEN,Bar furniture,2176.0,"SR 2,375",True,,,,1/3/2010,EhlÃ©n Johansson
40,272656,BERNHARD,Bar furniture,745.0,No old price,True,50,90,48,12/13/1980,Ola Wihlborg
41,79241940,NORRÃ…KER / NORRÃ…KER,Bar furniture,1385.0,No old price,True,,104,74,12/11/1978,J Karlsson/N Karlsson
42,89297272,NORRÃ…KER / NORRARYD,Bar furniture,1266.0,"SR 1,385",True,,,,8/18/1980,Nike Karlsson/J Karlsson/N Karlsson
43,9288224,STENSELE,Bar furniture,550.0,No old price,True,,105,,4/2/1995,Maja Ganszyniec
44,30135658,GLENN,Bar furniture,445.0,No old price,True,52,100,50,11/6/1979,Marcus Arvonen
45,49297274,NORRÃ…KER / NORRÃ…KER,Bar furniture,1266.0,"SR 1,385",True,,,,1/12/2010,J Karlsson/N Karlsson
46,30308395,RÃ…SKOG,Bar furniture,175.0,No old price,True,44,63,44,1/30/1985,Nike Karlsson
47,29123958,MINNEN,Beds,395.0,SR 445,True,,,85,11/17/1991,IKEA of Sweden/Tina Christensen
48,49278341,BRIMNES,Beds,895.0,SR 925,True,54,110,96,5/5/1993,IKEA of Sweden/K Hagberg/M Hagberg
49,50461230,SMÃ…GÃ–RA,Beds,595.0,No old price,True,,79,66,12/8/1983,IKEA of Sweden
50,89326463,PLATSA,Beds,2111.0,"SR 2,205",True,40,43,140,11/19/2014,Ola Wihlborg/IKEA of Sweden
51,50468953,VATTVIKEN,Beds,995.0,No old price,True,83,86,92,7/19/2005,"504.689.53 Small and easy-to-place chair-bed which can easily be converted into a single bed.The storage space under the seat has room for bedlinen or other things.Just as nice to look at from all sides â€“ perfect to place in the middle of the room or use as a room divider.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.Easy to assemble.1 cushion included."
52,69326609,SLÃ„KT,Beds,540.0,No old price,False,,,91,10/14/2005,IKEA of Sweden/Ebba Strandmark
53,59099136,BRIMNES,Beds,795.0,No old price,True,,111,146,10/17/1999,K Hagberg/M Hagberg/IKEA of Sweden
54,40395245,NEIDEN,Beds,99.0,No old price,True,,,94,8/23/1994,Jon Karlsson
55,69277307,LEIRVIK,Beds,1195.0,No old price,True,,,188,4/11/1993,IKEA of Sweden/Carina Bengs
56,70395239,NEIDEN,Beds,199.0,No old price,True,,,144,7/8/1995,Jon Karlsson
57,89931560,HEMNES,Beds,675.0,SR 895,True,,,154,3/23/1994,IKEA of Sweden/Carina Bengs
58,30446373,SLATTUM,Beds,595.0,No old price,True,,,144,9/3/1987,David Wahl
59,59248612,NEIDEN,Beds,199.0,No old price,True,,,94,7/19/2015,Jon Karlsson/IKEA of Sweden
60,19254209,SAGSTUA,Beds,545.0,No old price,True,,140,148,8/18/1979,IKEA of Sweden/Paulin Machado
61,20400691,BRIMNES,Beds,575.0,No old price,True,54,47,96,9/14/1998,K Hagberg/M Hagberg
62,39019701,ASKVOLL,Beds,445.0,No old price,True,,,147,6/16/2007,IKEA of Sweden/K Hagberg/M Hagberg
63,69912770,TRYSIL,Beds,525.0,No old price,True,,,165,7/22/2014,K Hagberg/M Hagberg/IKEA of Sweden
64,29931596,MALM,Beds,495.0,No old price,True,,,156,6/13/1979,IKEA of Sweden/Eva Lilja LÃ¶wenhielm
65,29179554,RAMSTA,Beds,445.0,No old price,True,,80,97,11/17/1990,IKEA of Sweden
66,9241043,SONGESAND,Beds,395.0,No old price,True,,,153,5/31/2011,IKEA of Sweden
67,19175957,MALM,Beds,920.0,No old price,True,59,15,196,6/18/2005,IKEA of Sweden/Eva Lilja LÃ¶wenhielm
68,19185433,SNIGLAR,Beds,195.0,No old price,True,,,77,7/10/1991,IKEA of Sweden
69,39122072,LAUVIK,Beds,1729.0,"SR 2,435",True,,120,140,3/7/1983,IKEA of Sweden/SynnÃ¶ve Mork/Ola Wihlborg
70,79902935,BRIMNES,Beds,575.0,No old price,True,54,20,146,4/12/1983,K Hagberg/M Hagberg/IKEA of Sweden
71,90349326,HEMNES,Beds,1495.0,No old price,True,70,18,89,10/25/1991,Carina Bengs
72,99157983,NESTTUN,Beds,595.0,No old price,True,,95,146,9/5/1990,IKEA of Sweden/David Wahl
73,69057522,TYSSEDAL,Beds,1395.0,No old price,True,,,147,7/20/1992,Ebba Strandmark/IKEA of Sweden
74,79012991,MALM,Beds,670.0,No old price,True,59,15,105,8/12/1990,Eva Lilja LÃ¶wenhielm
75,249487,MALM,Beds,445.0,No old price,True,,,105,3/26/1995,Eva Lilja LÃ¶wenhielm
76,89227731,SLÃ„KT,Beds,995.0,No old price,True,57,,96,5/5/2014,Ebba Strandmark/IKEA of Sweden
77,90331091,RIDABU,Beds,100.0,SR 125,True,,120,40,5/2/1978,"903.310.91 The door can be hung with the opening to the right or the left.To be completed with 3 HJÃ„LPA hinges, sold separately.Fits with PLATSA wardrobe system.Knobs and handles are sold separately."
78,69185435,KRITTER,Beds,360.0,No old price,True,,,75,8/23/2009,IKEA of Sweden/Anna Efverlund
79,29194427,HEMNES,Beds,1375.0,"SR 1,595",True,,,154,9/6/1985,IKEA of Sweden/Carina Bengs
80,89305446,PLATSA,Beds,2600.5,"SR 2,880",True,40,43,143,7/6/2002,IKEA of Sweden
81,19259631,SAGSTUA,Beds,745.0,No old price,True,,120,98,3/7/2002,Paulin Machado
82,80017389,SANDVIKA,Beds,295.0,No old price,True,,34,80,3/26/2015,IKEA of Sweden
83,39248608,NEIDEN,Beds,399.0,No old price,True,,,144,10/24/1984,Jon Karlsson/IKEA of Sweden
84,69323757,MINNEN,Beds,395.0,No old price,True,,,85,12/27/2009,IKEA of Sweden/Tina Christensen
85,79227755,SLÃ„KT,Beds,375.0,No old price,True,,,96,8/27/1983,IKEA of Sweden/Ebba Strandmark
86,90354327,HAMMARN,Beds,399.0,No old price,True,85,78,128,5/15/2009,Jonas Hultqvist
87,79247598,BJÃ–RKSNÃ„S,Beds,2040.0,No old price,True,,42,160,1/25/1998,K Hagberg/M Hagberg/IKEA of Sweden
88,10362963,SLÃ„KT,Beds,425.0,No old price,True,,,62,12/27/2012,Gustav Carlberg
89,9241420,NORDLI,Beds,2290.0,No old price,True,51,16,240,9/8/1996,Ola Wihlborg
90,20424362,FYRESDAL,Beds,549.0,No old price,True,,94,88,8/26/2001,K Hagberg/M Hagberg
91,69241097,SONGESAND,Beds,570.0,No old price,True,64,14,153,6/4/1992,IKEA of Sweden
92,39931609,MALM,Beds,945.0,No old price,True,59,,156,10/26/2011,IKEA of Sweden/Eva Lilja LÃ¶wenhielm
93,20467629,MYDAL,Beds,895.0,No old price,True,,157,97,8/19/2008,IKEA of Sweden
94,239233,TUFFING,Beds,475.0,No old price,True,,130,96,7/14/1978,IKEA of Sweden
95,29239459,SÃ„BÃ–VIK,Beds,1745.0,No old price,True,,90,140,4/5/1980,IKEA of Sweden
96,60116960,LYCKSELE,Beds,100.0,No old price,True,55,21,92,3/17/1991,IKEA of Sweden
97,89019992,TARVA,Beds,871.0,SR 940,True,,,148,2/3/1988,IKEA of Sweden/K Hagberg/M Hagberg
98,30249546,HEMNES,Beds,695.0,No old price,True,,,104,12/25/1980,Carina Bengs
99,89019572,HEMNES,Beds,995.0,No old price,True,,,104,7/28/1995,Carina Bengs
100,70305700,BUSUNGE,Beds,795.0,No old price,True,,,90,3/1/1978,Carl Ã–jerstam
101,40433902,MARKERAD,Beds,480.0,SR 800,True,,20,80,5/12/1982,Virgil Abloh
102,79129986,GJÃ–RA,Beds,1640.0,No old price,True,,,154,2/1/1987,Monika Mulder/IKEA of Sweden
103,360484,UTÃ…KER,Beds,695.0,No old price,True,,2,83,3/23/1984,Henrik Preutz
104,44361010,BRYNE,Beds,49.0,No old price,True,,,,7/18/1991,443.610.10 Easy to keep clean since you can remove the fabric and wash it by machine.NEVER use for infants and young children.WARNING! Entanglement and strangulation hazard.The net is not intended to be used as protection against mosquitos or other insects.
105,80253809,KURA,Beds,745.0,No old price,True,,116,99,7/20/2015,T Christensen/K Legaard
106,39216754,FRIHETEN,Beds,1846.0,"SR 1,995",True,151,66,,6/29/1988,IKEA of Sweden
107,10448325,VITVAL,Beds,295.0,No old price,True,,20,90,9/12/1992,Tord BjÃ¶rklund
108,30160209,LURÃ–Y,Beds,100.0,No old price,True,,4,80,1/1/2015,IKEA of Sweden
109,30248537,SNIGLAR,Beds,295.0,No old price,True,,80,66,11/4/1994,IKEA of Sweden
110,29188822,HEMNES,Beds,1145.0,No old price,True,,,104,5/6/1983,IKEA of Sweden/Carina Bengs
111,60372276,HEMNES,Beds,1495.0,No old price,True,70,18,89,12/30/1986,Carina Bengs
112,19009562,MALM,Beds,545.0,No old price,True,,,105,10/16/1980,IKEA of Sweden/Eva Lilja LÃ¶wenhielm
113,99239451,SLÃ„KT,Beds,620.0,No old price,True,57,45,95,5/13/1979,Ebba Strandmark/IKEA of Sweden
114,99287550,DELAKTIG,Beds,2195.0,No old price,True,,99,164,3/29/2000,Tom Dixon/IKEA of Sweden
115,19268763,STUVA,Beds,1725.0,No old price,True,,182,,11/1/2003,IKEA of Sweden/Ebba Strandmark
116,29250753,LAUVIK,Beds,2425.0,"SR 3,245",True,,120,160,1/8/2011,SynnÃ¶ve Mork/Ola Wihlborg/IKEA of Sweden
117,49303393,VIMLE,Beds,1400.0,No old price,True,,,,11/3/1990,EhlÃ©n Johansson
118,89186778,KONGSFJORD,Beds,8551.0,"SR 8,735",True,,135,180,3/29/2010,Ola Wihlborg/IKEA of Sweden/SynnÃ¶ve Mork
119,9306416,NYHAMN,Beds,1470.0,No old price,True,97,90,200,7/14/1994,IKEA of Sweden/L Hilland/Lisa Hilland
120,50340163,NYHAMN,Beds,450.0,No old price,True,,,140,1/4/1997,IKEA of Sweden/L Hilland
121,29291956,SLÃ„KT,Beds,1395.0,No old price,True,57,14,96,5/18/2010,IKEA of Sweden/Ebba Strandmark
122,70284203,ASKEBY,Beds,995.0,No old price,True,72,72,149,12/16/1999,"702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover."
123,20228709,BRIMNES,Beds,220.0,No old price,True,28,111,146,3/21/2003,K Hagberg/M Hagberg
124,49046068,SUNDVIK,Beds,849.0,No old price,True,,80,,3/20/1983,IKEA of Sweden
125,20404806,MALM,Beds,1595.0,No old price,True,,,175,5/7/1990,Eva Lilja LÃ¶wenhielm
126,9186126,HEMNES,Beds,2185.0,No old price,True,70,18,89,6/12/1987,Carina Bengs/IKEA of Sweden
127,70362427,SOLGUL,Beds,395.0,No old price,True,,53,66,12/29/2001,IKEA of Sweden
128,102452,MYDAL,Beds,795.0,No old price,True,,157,,12/19/2013,IKEA of Sweden
129,40349847,NORDLI,Beds,1595.0,No old price,True,51,16,140,8/16/2010,Ola Wihlborg
130,30099293,VIKARE,Beds,95.0,No old price,True,,7,,9/17/2000,IKEA of Sweden
131,70426537,DELAKTIG,Beds,595.0,No old price,True,,70,150,2/7/1993,Tom Dixon
132,90299449,TUFFING,Beds,645.0,No old price,True,,179,97,5/16/2009,"902.994.49 A good solution where space is limited.Itâ€™s easier to get in and out of the bed with a centered ladder. You can use the space under the bed for storage, a workspace or seating.Recommended for ages from 6 years.High beds and the upper bed of bunk or loft beds are not suitable for children under 6 years due to the risk of injury from falls.Bed base included.Mattress and bedlinen are sold separately.Max load indicates static weight, in other words the load which the bed withstands if you lie or sit on it."
133,39277498,VALLENTUNA,Beds,1848.0,"SR 2,310",True,93,84,113,9/11/1986,Fredriksson/L LÃ¶wenhielm/Hilland
134,40411410,VITVAL,Beds,200.0,No old price,True,45,73,95,2/6/2014,IKEA of Sweden
135,89302914,PLATSA,Beds,2307.0,"SR 2,560",True,40,43,140,10/8/1991,IKEA of Sweden
136,10453086,PLATSA,Beds,1195.0,No old price,True,40,43,140,12/31/2003,IKEA of Sweden
137,9324284,PLATSA,Beds,3339.0,"SR 3,760",True,40,43,140,7/6/2010,Ola Wihlborg/IKEA of Sweden
138,19302922,VITVAL,Beds,1590.0,No old price,True,,162,97,8/5/2002,IKEA of Sweden/Tord BjÃ¶rklund
139,90229017,BUSUNGE,Beds,795.0,No old price,True,,,90,5/14/1981,Carl Ã–jerstam
140,80341496,NYHAMN,Beds,600.0,No old price,True,,,140,12/13/1996,IKEA of Sweden/L Hilland
141,228705,BRIMNES,Beds,1095.0,No old price,True,53,21,86,6/22/1988,K Hagberg/M Hagberg
142,29241160,SONGESAND,Beds,1245.0,No old price,True,64,14,153,8/4/1993,IKEA of Sweden
143,59167074,LAUVIK,Beds,2146.0,"SR 3,130",True,,120,140,3/28/1984,SynnÃ¶ve Mork/Ola Wihlborg/IKEA of Sweden
144,89386070,SLÃ„KT,Beds,1260.0,No old price,True,53,35,96,4/19/1980,Ebba Strandmark/IKEA of Sweden
145,10247973,SVÃ„RTA,Beds,895.0,No old price,True,,159,97,1/16/2001,Tord BjÃ¶rklund
146,99278070,VALLENTUNA,Beds,7796.0,"SR 9,745",True,,84,346,8/17/2007,Fredriksson/L LÃ¶wenhielm/Hilland/IKEA of Sweden
147,19166180,LYCKSELE MURBO,Beds,1445.0,No old price,True,100,87,142,1/16/2014,IKEA of Sweden
148,79288188,DELAKTIG,Beds,2595.0,No old price,True,,99,204,11/10/1997,Tom Dixon/IKEA of Sweden
149,99302918,PLATSA,Beds,1767.0,"SR 1,885",True,40,43,141,8/26/1985,IKEA of Sweden
150,60433901,MARKERAD,Beds,267.0,SR 445,True,,,80,10/19/2009,Virgil Abloh
151,102065,LYCKSELE LÃ–VÃ…S,Beds,495.0,No old price,True,,,,10/10/2000,IKEA of Sweden
152,39227837,UTÃ…KER,Beds,1285.0,No old price,True,,2,83,1/20/2013,IKEA of Sweden/Henrik Preutz
153,39041660,SUNDVIK,Beds,849.0,No old price,True,,80,,7/14/1996,IKEA of Sweden
154,59302915,PLATSA,Beds,2905.0,"SR 3,265",True,40,43,141,3/11/2006,IKEA of Sweden
155,60299691,BRYNILEN,Beds,30.0,SR 50/4 pack,True,,,,2/9/1982,Ola Wihlborg
156,39279280,FYRESDAL,Beds,1139.0,No old price,True,,94,88,3/6/1993,K Hagberg/M Hagberg/IKEA of Sweden
157,9149879,VALLENTUNA,Beds,1160.0,"SR 1,450",True,100,45,80,9/14/2015,Fredriksson/L LÃ¶wenhielm/Hilland
158,19287530,DELAKTIG,Beds,1400.0,No old price,True,,29,164,7/26/2000,IKEA of Sweden/Tom Dixon
159,400692,BRIMNES,Beds,220.0,SR 250,True,28,110,96,1/20/1981,K Hagberg/M Hagberg
160,19326428,SLÃ„KT,Beds,520.0,No old price,False,,,91,6/13/2014,Ebba Strandmark/IKEA of Sweden
161,80332468,SUFFLETT,Beds,85.0,No old price,True,,80,,11/11/1981,IKEA of Sweden
162,90332458,KURA,Beds,175.0,No old price,True,,68,97,2/23/1983,Malin Unnborn
163,90338403,LÃ–VA,Beds,55.0,No old price,True,,,90,9/28/1999,A HuldÃ©n/S Dahlman
164,99211621,HEMNES,Beds,2085.0,No old price,True,,83,87,3/21/1998,IKEA of Sweden/Carina Bengs
165,20320128,FLEKKE,Beds,1495.0,No old price,True,,86,88,2/13/2000,K Hagberg/M Hagberg
166,69304829,MARKERAD,Beds,1092.0,"SR 1,590",True,,,80,10/24/1991,IKEA of Sweden/Virgil Abloh
167,99302975,PLATSA,Beds,2163.5,"SR 2,360",True,40,43,141,2/2/2008,IKEA of Sweden
168,50393830,KURA,Beds,149.0,No old price,True,,68,97,7/3/2011,S Edholm/L Ullenius
169,89275265,STUVA / FÃ–LJA,Beds,1915.0,No old price,True,,182,,10/29/1994,IKEA of Sweden/Ebba Strandmark
170,39288128,DELAKTIG,Beds,2495.0,No old price,True,,99,204,4/27/1985,IKEA of Sweden/Tom Dixon
171,70340567,GRÃ„LVIKEN,Beds,1995.0,No old price,True,86,74,225,4/28/1989,IKEA of Sweden
172,89240761,HOLMSUND,Beds,2295.0,No old price,True,99,96,230,9/26/2006,K Hagberg/M Hagberg
173,59250756,LAUVIK,Beds,2902.0,"SR 4,040",True,,120,160,3/11/2008,SynnÃ¶ve Mork/Ola Wihlborg/IKEA of Sweden
174,79253259,STUVA / FRITIDS,Beds,1990.0,No old price,True,,182,,5/20/1978,Ebba Strandmark/IKEA of Sweden
175,20247982,SVÃ„RTA,Beds,875.0,No old price,True,,186,97,8/17/2000,Tord BjÃ¶rklund
176,9302913,PLATSA,Beds,1611.0,"SR 1,715",True,40,42,141,1/6/1998,IKEA of Sweden
177,29278101,GRÃ–NLID,Beds,3595.0,No old price,True,98,104,196,4/18/1978,IKEA of Sweden/Francis Cayouette/EhlÃ©n Johansson
178,80411272,VITVAL,Beds,1295.0,No old price,True,,162,97,10/2/2004,IKEA of Sweden
179,49278591,GRÃ–NLID,Beds,7610.0,No old price,True,164,104,252,6/17/2013,Francis Cayouette/EhlÃ©n Johansson/IKEA of Sweden
180,19129932,BRIMNES,Beds,1795.0,No old price,True,53,21,86,12/6/2012,IKEA of Sweden/K Hagberg/M Hagberg
181,80362974,SLÃ„KT,Beds,295.0,No old price,True,53,35,62,10/30/2014,Ebba Strandmark
182,10372976,NORDLI,Beds,695.0,No old price,True,,84,240,10/16/2009,Ola Wihlborg
183,69287537,DELAKTIG,Beds,2095.0,No old price,True,,99,164,7/3/1998,IKEA of Sweden/Tom Dixon
184,257953,GONATT,Beds,1095.0,No old price,True,,103,66,7/21/2006,J Asshoff/H BrogÃ¥rd
185,20299688,BRENNÃ…SEN,Beds,30.0,SR 50/4 pack,True,7,,7,8/20/1984,Ola Wihlborg
186,9217849,BRÃ…THULT,Beds,1991.0,"SR 2,100",True,78,69,212,4/27/1979,Lisa Hilland/David Wahl/IKEA of Sweden
187,19302917,PLATSA,Beds,2210.0,"SR 2,395",True,40,43,140,5/4/1979,IKEA of Sweden
188,59151271,SVÃ„RTA,Beds,1175.0,"SR 1,250",True,,186,97,6/6/1998,Tord BjÃ¶rklund
189,9306435,NYHAMN,Beds,1445.0,No old price,True,97,90,200,5/5/1990,IKEA of Sweden/L Hilland/Lisa Hilland
190,29277639,LIDHULT,Beds,9585.0,No old price,True,164,102,387,5/24/1980,Henrik Preutz/IKEA of Sweden
191,40299687,BURFJORD,Beds,40.0,SR 50/4 pack,True,55,,55,3/26/1981,Ola Wihlborg
192,49277105,VALLENTUNA,Beds,4488.0,"SR 5,610",True,,84,266,5/10/1979,Fredriksson/L LÃ¶wenhielm/Hilland
193,69302566,VITVAL,Beds,1195.0,No old price,True,,195,135,8/25/1983,IKEA of Sweden
194,9278003,VALLENTUNA,Beds,5780.0,"SR 7,225",True,93,84,266,11/26/1982,EhlÃ©n Johansson
195,19290014,LIDHULT,Beds,3340.0,No old price,True,97,95,160,10/11/1993,IKEA of Sweden/Henrik Preutz
196,20426525,DELAKTIG,Beds,495.0,No old price,True,,70,150,12/25/1982,Tom Dixon
197,10248519,GULLIVER,Beds,595.0,No old price,True,,80,66,1/19/1993,IKEA of Sweden
198,60429471,DELAKTIG,Beds,200.0,No old price,True,,,,9/20/1990,Tom Dixon
199,89300750,FLOTTEBO,Beds,2236.0,"SR 2,795",True,120,79,200,5/25/2000,C Halskov/H Dalsgaard
200,29288100,DELAKTIG,Beds,1800.0,No old price,True,,29,204,4/18/1990,IKEA of Sweden/Tom Dixon
201,49292686,VIMLE,Beds,4645.0,No old price,True,98,83,271,8/2/2010,EhlÃ©n Johansson/IKEA of Sweden
202,49306443,NYHAMN,Beds,1295.0,No old price,True,97,90,200,4/10/1985,IKEA of Sweden/L Hilland/Lisa Hilland
203,45932080,SULTAN,Beds,50.0,No old price,True,,,,9/30/1999,IKEA of Sweden
204,10309616,BÃ…TSFJORD,Beds,30.0,SR 50/4 pack,True,,,,10/28/2002,EhlÃ©n Johansson
205,79186774,KONGSFJORD,Beds,8356.0,"SR 8,540",True,,135,180,8/9/2003,Ola Wihlborg/SynnÃ¶ve Mork/IKEA of Sweden
206,99183864,FLEKKE,Beds,2185.0,No old price,True,,86,88,5/8/2000,K Hagberg/M Hagberg/IKEA of Sweden
207,70248564,SUNDVIK,Beds,695.0,No old price,True,,85,67,11/25/1989,IKEA of Sweden
208,79217902,SANDBACKEN,Beds,1841.0,"SR 1,950",True,,69,212,5/3/2000,David Wahl/Lisa Hilland/IKEA of Sweden
209,79150746,HOLMSUND,Beds,2995.0,No old price,True,151,96,230,9/29/1979,K Hagberg/M Hagberg/IKEA of Sweden
210,29277724,VALLENTUNA,Beds,4320.0,"SR 5,400",True,113,84,186,6/19/1985,EhlÃ©n Johansson
211,59297481,FLOTTEBO,Beds,1596.0,"SR 1,995",True,90,79,200,6/30/1981,C Halskov/H Dalsgaard
212,9306355,NYHAMN,Beds,1520.0,No old price,True,97,90,200,8/5/1999,IKEA of Sweden/L Hilland
213,20249896,SVÃ„RTA,Beds,300.0,SR 375,True,88,2,200,2/18/1991,Tord BjÃ¶rklund
214,29266184,LIDHULT,Beds,7785.0,No old price,True,98,102,294,7/15/1986,IKEA of Sweden/Henrik Preutz
215,29278158,GRÃ–NLID,Beds,4270.0,No old price,True,98,104,231,7/23/2011,Francis Cayouette/EhlÃ©n Johansson/IKEA of Sweden
216,49268653,STUVA / FRITIDS,Beds,2025.0,No old price,True,,182,,1/4/2002,Ebba Strandmark/IKEA of Sweden
217,60102067,LYCKSELE HÃ…VET,Beds,795.0,No old price,True,,,,7/16/1996,IKEA of Sweden
218,248567,SUNDVIK,Beds,695.0,No old price,True,,85,67,1/24/2016,IKEA of Sweden
219,60431563,FRIHETEN,Beds,1845.0,No old price,True,105,83,225,8/15/1983,IKEA of Sweden
220,29285521,VIMLE,Beds,2945.0,No old price,True,98,83,160,3/9/2011,EhlÃ©n Johansson/IKEA of Sweden
221,89278481,GRÃ–NLID,Beds,4790.0,No old price,True,164,104,277,4/12/1986,IKEA of Sweden/EhlÃ©n Johansson/Francis Cayouette
222,70299695,BJORLI,Beds,40.0,SR 50/4 pack,True,,,,4/9/1988,Ola Wihlborg
223,50456417,SLÃ„KT,Beds,75.0,No old price,False,,40,90,8/21/1996,Ebba Strandmark
224,40296599,KURA,Beds,125.0,No old price,True,,68,97,7/25/2007,T Christensen/K Legaard
225,10311228,KURA,Beds,125.0,No old price,True,,68,97,12/20/1979,T Christensen/K Legaard
226,9277918,VALLENTUNA,Beds,4036.0,"SR 5,045",True,,84,273,12/7/1992,IKEA of Sweden/Fredriksson/L LÃ¶wenhielm/Hilland
227,19290603,LIDHULT,Beds,4841.0,"SR 5,640",True,97,95,160,6/18/2010,IKEA of Sweden/Henrik Preutz
228,80309613,BRATTVÃ…G,Beds,50.0,No old price,True,,,,12/23/2003,Ola Wihlborg
229,59277652,VALLENTUNA,Beds,2932.0,"SR 3,665",True,113,84,186,7/29/1978,IKEA of Sweden/Fredriksson/L LÃ¶wenhielm/Hilland
230,69278415,GRÃ–NLID,Beds,4390.0,No old price,True,98,104,267,1/3/1994,Francis Cayouette/EhlÃ©n Johansson/IKEA of Sweden
231,80102066,LYCKSELE MURBO,Beds,695.0,No old price,True,,,,3/11/1984,IKEA of Sweden
232,89253169,STUVA / FRITIDS,Beds,995.0,No old price,True,,86,66,5/14/1989,Ebba Strandmark
