;item_id;name;category;price;old_price;sellable_online;depth;height;width;release_date;designer
44;30135658;GLENN;Bar furniture;344;358;True;52;100;50;16/12/1985;Marcus Arvonen
45;49297274;NORRÅKER / NORRÅKER;Bar furniture;316;299;True;;;;06/09/2000;J Karlsson/N Karlsson
46;30308395;RÅSKOG;Bar furniture;606;610;True;44;63;44;16/09/1995;Nike Karlsson
47;29123958;MINNEN;Beds;703;691;True;;;85;30/09/2005;IKEA of Sweden/Tina Christensen
48;49278341;BRIMNES;Beds;788;800;True;54;110;96;22/12/1997;IKEA of Sweden/K Hagberg/M Hagberg
49;50461230;SMÅGÖRA;Beds;305;312;True;;79;66;08/02/2014;IKEA of Sweden
50;89326463;PLATSA;Beds;539;536;True;40;43;140;03/04/2013;Ola Wihlborg/IKEA of Sweden
51;50468953;VATTVIKEN;Beds;665;669;True;83;86;92;26/01/2000;IKEA of Sweden
52;69326609;SLÄKT;Beds;443;449;False;;;91;20/01/2000;IKEA of Sweden/Ebba Strandmark
53;59099136;BRIMNES;Beds;129;144;True;;111;146;13/02/2016;K Hagberg/M Hagberg/IKEA of Sweden
54;40395245;NEIDEN;Beds;815;802;True;;;94;07/03/1996;Jon Karlsson
55;69277307;LEIRVIK;Beds;719;734;True;;;188;14/01/1982;IKEA of Sweden/Carina Bengs
56;70395239;NEIDEN;Beds;458;476;True;;;144;18/08/1994;Jon Karlsson
57;89931560;HEMNES;Beds;786;780;True;;;154;03/09/1983;IKEA of Sweden/Carina Bengs
58;30446373;SLATTUM;Beds;71;81;True;;;144;17/03/2001;David Wahl
59;59248612;NEIDEN;Beds;75;82;True;;;94;05/02/2006;Jon Karlsson/IKEA of Sweden
60;19254209;SAGSTUA;Beds;430;428;True;;140;148;06/10/1978;IKEA of Sweden/Paulin Machado
61;20400691;BRIMNES;Beds;408;428;True;54;47;96;08/10/1987;K Hagberg/M Hagberg
62;39019701;ASKVOLL;Beds;429;423;True;;;147;31/10/2010;IKEA of Sweden/K Hagberg/M Hagberg
63;69912770;TRYSIL;Beds;382;372;True;;;165;17/06/2014;K Hagberg/M Hagberg/IKEA of Sweden
64;29931596;MALM;Beds;902;890;True;;;156;03/11/1978;IKEA of Sweden/Eva Lilja Löwenhielm
65;29179554;RAMSTA;Beds;861;860;True;;80;97;18/10/1997;IKEA of Sweden
66;9241043;SONGESAND;Beds;99;96;True;;;153;01/02/1991;IKEA of Sweden
67;19175957;MALM;Beds;804;802;True;59;15;196;30/03/2007;IKEA of Sweden/Eva Lilja Löwenhielm
68;19185433;SNIGLAR;Beds;779;763;True;;;77;20/12/1980;IKEA of Sweden
69;39122072;LAUVIK;Beds;326;344;True;;120;140;06/05/1997;IKEA of Sweden/Synnöve Mork/Ola Wihlborg
70;79902935;BRIMNES;Beds;218;220;True;54;20;146;13/09/2000;K Hagberg/M Hagberg/IKEA of Sweden
71;90349326;HEMNES;Beds;366;351;True;70;18;89;29/01/1981;Carina Bengs
72;99157983;NESTTUN;Beds;794;814;True;;95;146;26/07/2005;IKEA of Sweden/David Wahl
73;69057522;TYSSEDAL;Beds;177;160;True;;;147;29/04/2002;Ebba Strandmark/IKEA of Sweden
74;79012991;MALM;Beds;116;117;True;59;15;105;14/05/1988;Eva Lilja Löwenhielm
75;249487;MALM;Beds;886;878;True;;;105;05/10/2002;Eva Lilja Löwenhielm
76;89227731;SLÄKT;Beds;651;636;True;57;;96;25/12/1978;Ebba Strandmark/IKEA of Sweden
77;90331091;RIDABU;Beds;527;516;True;;120;40;13/09/2009;IKEA of Sweden
78;69185435;KRITTER;Beds;877;891;True;;;75;11/07/2006;IKEA of Sweden/Anna Efverlund
79;29194427;HEMNES;Beds;439;455;True;;;154;01/09/1988;IKEA of Sweden/Carina Bengs
80;89305446;PLATSA;Beds;291;310;True;40;43;143;26/06/1999;IKEA of Sweden
81;19259631;SAGSTUA;Beds;892;879;True;;120;98;05/04/2004;Paulin Machado
82;80017389;SANDVIKA;Beds;151;164;True;;34;80;31/07/1985;IKEA of Sweden
83;39248608;NEIDEN;Beds;113;104;True;;;144;02/08/1992;Jon Karlsson/IKEA of Sweden
84;69323757;MINNEN;Beds;585;592;True;;;85;20/07/2012;IKEA of Sweden/Tina Christensen
85;79227755;SLÄKT;Beds;767;755;True;;;96;05/12/1982;IKEA of Sweden/Ebba Strandmark
86;90354327;HAMMARN;Beds;695;691;True;85;78;128;26/03/1994;Jonas Hultqvist
87;79247598;BJÖRKSNÄS;Beds;327;331;True;;42;160;05/05/1979;K Hagberg/M Hagberg/IKEA of Sweden
88;10362963;SLÄKT;Beds;797;794;True;;;62;02/02/1995;Gustav Carlberg
89;9241420;NORDLI;Beds;295;286;True;51;16;240;19/11/1994;Ola Wihlborg
90;20424362;FYRESDAL;Beds;522;524;True;;94;88;23/02/2000;K Hagberg/M Hagberg
91;69241097;SONGESAND;Beds;370;372;True;64;14;153;03/11/2005;IKEA of Sweden
92;39931609;MALM;Beds;714;734;True;59;;156;06/04/2015;IKEA of Sweden/Eva Lilja Löwenhielm
93;20467629;MYDAL;Beds;238;219;True;;157;97;21/02/2009;IKEA of Sweden
94;239233;TUFFING;Beds;185;186;True;;130;96;18/03/1979;IKEA of Sweden
95;29239459;SÄBÖVIK;Beds;564;561;True;;90;140;08/05/1994;IKEA of Sweden
96;60116960;LYCKSELE;Beds;323;327;True;55;21;92;26/12/1982;IKEA of Sweden
97;89019992;TARVA;Beds;401;411;True;;;148;30/01/2006;IKEA of Sweden/K Hagberg/M Hagberg
98;30249546;HEMNES;Beds;430;431;True;;;104;13/09/2011;Carina Bengs
99;89019572;HEMNES;Beds;391;403;True;;;104;02/06/2003;Carina Bengs
100;70305700;BUSUNGE;Beds;528;544;True;;;90;11/06/2003;Carl Öjerstam
101;40433902;MARKERAD;Beds;533;524;True;;20;80;19/06/2012;Virgil Abloh
102;79129986;GJÖRA;Beds;342;343;True;;;154;08/12/2012;Monika Mulder/IKEA of Sweden
103;360484;UTÅKER;Beds;195;185;True;;2;83;20/04/2002;Henrik Preutz
104;44361010;BRYNE;Beds;447;433;True;;;;23/08/2002;IKEA of Sweden
105;80253809;KURA;Beds;627;632;True;;116;99;04/01/1991;T Christensen/K Legaard
106;39216754;FRIHETEN;Beds;586;604;True;151;66;;16/08/1992;IKEA of Sweden
107;10448325;VITVAL;Beds;288;285;True;;20;90;25/11/1996;Tord Björklund
108;30160209;LURÖY;Beds;707;724;True;;4;80;02/09/1987;IKEA of Sweden
109;30248537;SNIGLAR;Beds;788;783;True;;80;66;21/03/2004;IKEA of Sweden
110;29188822;HEMNES;Beds;630;641;True;;;104;03/12/2012;IKEA of Sweden/Carina Bengs
111;60372276;HEMNES;Beds;309;292;True;70;18;89;25/07/2007;Carina Bengs
112;19009562;MALM;Beds;85;105;True;;;105;13/03/1997;IKEA of Sweden/Eva Lilja Löwenhielm
113;99239451;SLÄKT;Beds;465;472;True;57;45;95;20/01/1990;Ebba Strandmark/IKEA of Sweden
114;99287550;DELAKTIG;Beds;98;82;True;;99;164;30/08/1997;Tom Dixon/IKEA of Sweden
115;19268763;STUVA;Beds;101;106;True;;182;;12/06/1979;IKEA of Sweden/Ebba Strandmark
116;29250753;LAUVIK;Beds;425;414;True;;120;160;31/10/1979;Synnöve Mork/Ola Wihlborg/IKEA of Sweden
117;49303393;VIMLE;Beds;753;734;True;;;;25/05/1990;Ehlén Johansson
118;89186778;KONGSFJORD;Beds;118;121;True;;135;180;29/06/2000;Ola Wihlborg/IKEA of Sweden/Synnöve Mork
119;9306416;NYHAMN;Beds;537;530;True;97;90;200;10/08/1989;IKEA of Sweden/L Hilland/Lisa Hilland
120;50340163;NYHAMN;Beds;282;290;True;;;140;31/07/1987;IKEA of Sweden/L Hilland
121;29291956;SLÄKT;Beds;285;288;True;57;14;96;30/04/1982;IKEA of Sweden/Ebba Strandmark
122;70284203;ASKEBY;Beds;434;416;True;72;72;149;05/01/1984;IKEA of Sweden
123;20228709;BRIMNES;Beds;615;635;True;28;111;146;19/02/1984;K Hagberg/M Hagberg
124;49046068;SUNDVIK;Beds;528;522;True;;80;;06/11/2000;IKEA of Sweden
125;20404806;MALM;Beds;555;538;True;;;175;31/07/2006;Eva Lilja Löwenhielm
126;9186126;HEMNES;Beds;392;394;True;70;18;89;06/10/2001;Carina Bengs/IKEA of Sweden
127;70362427;SOLGUL;Beds;640;655;True;;53;66;10/12/2003;IKEA of Sweden
128;102452;MYDAL;Beds;264;244;True;;157;;10/01/1993;IKEA of Sweden
129;40349847;NORDLI;Beds;828;821;True;51;16;140;30/10/1985;Ola Wihlborg
130;30099293;VIKARE;Beds;268;282;True;;7;;01/11/1980;IKEA of Sweden
131;70426537;DELAKTIG;Beds;234;229;True;;70;150;19/02/1978;Tom Dixon
132;90299449;TUFFING;Beds;375;369;True;;179;97;14/09/2013;IKEA of Sweden
133;39277498;VALLENTUNA;Beds;132;133;True;93;84;113;28/02/1989;Fredriksson/L Löwenhielm/Hilland
134;40411410;VITVAL;Beds;246;234;True;45;73;95;31/12/1991;IKEA of Sweden
135;89302914;PLATSA;Beds;840;855;True;40;43;140;01/06/2010;IKEA of Sweden
136;10453086;PLATSA;Beds;537;538;True;40;43;140;18/01/1991;IKEA of Sweden
137;9324284;PLATSA;Beds;543;542;True;40;43;140;29/09/2005;Ola Wihlborg/IKEA of Sweden
138;19302922;VITVAL;Beds;681;670;True;;162;97;15/01/1991;IKEA of Sweden/Tord Björklund
139;90229017;BUSUNGE;Beds;347;328;True;;;90;08/08/1993;Carl Öjerstam
140;80341496;NYHAMN;Beds;327;308;True;;;140;27/07/2008;IKEA of Sweden/L Hilland
141;228705;BRIMNES;Beds;256;273;True;53;21;86;05/09/1998;K Hagberg/M Hagberg
142;29241160;SONGESAND;Beds;619;634;True;64;14;153;02/02/1996;IKEA of Sweden
143;59167074;LAUVIK;Beds;603;598;True;;120;140;30/11/1981;Synnöve Mork/Ola Wihlborg/IKEA of Sweden
144;89386070;SLÄKT;Beds;202;183;True;53;35;96;29/05/1990;Ebba Strandmark/IKEA of Sweden
145;10247973;SVÄRTA;Beds;466;459;True;;159;97;31/03/1997;Tord Björklund
146;99278070;VALLENTUNA;Beds;818;821;True;;84;346;21/01/2009;Fredriksson/L Löwenhielm/Hilland/IKEA of Sweden
147;19166180;LYCKSELE MURBO;Beds;866;862;True;100;87;142;27/02/2011;IKEA of Sweden
148;79288188;DELAKTIG;Beds;701;702;True;;99;204;30/06/2013;Tom Dixon/IKEA of Sweden
149;99302918;PLATSA;Beds;219;224;True;40;43;141;30/01/1991;IKEA of Sweden
150;60433901;MARKERAD;Beds;476;457;True;;;80;30/03/2012;Virgil Abloh
151;102065;LYCKSELE LÖVÅS;Beds;606;597;True;;;;23/10/2009;IKEA of Sweden
152;39227837;UTÅKER;Beds;126;133;True;;2;83;29/04/2008;IKEA of Sweden/Henrik Preutz
153;39041660;SUNDVIK;Beds;295;284;True;;80;;11/06/2007;IKEA of Sweden
154;59302915;PLATSA;Beds;244;227;True;40;43;141;26/07/1994;IKEA of Sweden
155;60299691;BRYNILEN;Beds;411;399;True;;;;21/03/1996;Ola Wihlborg
156;39279280;FYRESDAL;Beds;609;612;True;;94;88;20/07/1993;K Hagberg/M Hagberg/IKEA of Sweden
157;9149879;VALLENTUNA;Beds;670;682;True;100;45;80;09/04/1978;Fredriksson/L Löwenhielm/Hilland
158;19287530;DELAKTIG;Beds;483;484;True;;29;164;21/06/1996;IKEA of Sweden/Tom Dixon
159;400692;BRIMNES;Beds;773;772;True;28;110;96;27/12/1989;K Hagberg/M Hagberg
160;19326428;SLÄKT;Beds;541;534;False;;;91;01/02/1996;Ebba Strandmark/IKEA of Sweden
161;80332468;SUFFLETT;Beds;149;150;True;;80;;17/06/1988;IKEA of Sweden
162;90332458;KURA;Beds;130;120;True;;68;97;02/02/1985;Malin Unnborn
163;90338403;LÖVA;Beds;321;335;True;;;90;13/04/1997;A Huldén/S Dahlman
164;99211621;HEMNES;Beds;104;108;True;;83;87;05/11/2002;IKEA of Sweden/Carina Bengs
165;20320128;FLEKKE;Beds;669;653;True;;86;88;16/10/2000;K Hagberg/M Hagberg
166;69304829;MARKERAD;Beds;739;733;True;;;80;13/01/1991;IKEA of Sweden/Virgil Abloh
167;99302975;PLATSA;Beds;512;500;True;40;43;141;28/02/1999;IKEA of Sweden
168;50393830;KURA;Beds;474;460;True;;68;97;25/08/1980;S Edholm/L Ullenius
169;89275265;STUVA / FÖLJA;Beds;605;592;True;;182;;28/05/1979;IKEA of Sweden/Ebba Strandmark
170;39288128;DELAKTIG;Beds;619;603;True;;99;204;05/08/2008;IKEA of Sweden/Tom Dixon
171;70340567;GRÄLVIKEN;Beds;236;228;True;86;74;225;06/09/1986;IKEA of Sweden
172;89240761;HOLMSUND;Beds;161;175;True;99;96;230;03/07/2000;K Hagberg/M Hagberg
173;59250756;LAUVIK;Beds;257;262;True;;120;160;02/01/1993;Synnöve Mork/Ola Wihlborg/IKEA of Sweden
174;79253259;STUVA / FRITIDS;Beds;844;826;True;;182;;15/04/1987;Ebba Strandmark/IKEA of Sweden
175;20247982;SVÄRTA;Beds;385;380;True;;186;97;27/07/2007;Tord Björklund
176;9302913;PLATSA;Beds;255;251;True;40;42;141;05/08/1994;IKEA of Sweden
177;29278101;GRÖNLID;Beds;605;607;True;98;104;196;06/12/1989;IKEA of Sweden/Francis Cayouette/Ehlén Johansson
178;80411272;VITVAL;Beds;895;899;True;;162;97;02/10/2008;IKEA of Sweden
179;49278591;GRÖNLID;Beds;207;191;True;164;104;252;22/08/1986;Francis Cayouette/Ehlén Johansson/IKEA of Sweden
180;19129932;BRIMNES;Beds;581;563;True;53;21;86;15/04/1989;IKEA of Sweden/K Hagberg/M Hagberg
181;80362974;SLÄKT;Beds;863;855;True;53;35;62;18/04/1998;Ebba Strandmark
182;10372976;NORDLI;Beds;238;240;True;;84;240;01/10/1998;Ola Wihlborg
183;69287537;DELAKTIG;Beds;149;166;True;;99;164;20/03/2015;IKEA of Sweden/Tom Dixon
184;257953;GONATT;Beds;798;816;True;;103;66;01/11/2010;J Asshoff/H Brogård
185;20299688;BRENNÅSEN;Beds;784;773;True;7;;7;19/09/1986;Ola Wihlborg
186;9217849;BRÅTHULT;Beds;517;506;True;78;69;212;26/03/1987;Lisa Hilland/David Wahl/IKEA of Sweden
187;19302917;PLATSA;Beds;485;486;True;40;43;140;22/03/2002;IKEA of Sweden
188;59151271;SVÄRTA;Beds;533;524;True;;186;97;07/10/1984;Tord Björklund
189;9306435;NYHAMN;Beds;420;402;True;97;90;200;26/05/2007;IKEA of Sweden/L Hilland/Lisa Hilland
190;29277639;LIDHULT;Beds;823;840;True;164;102;387;10/10/1992;Henrik Preutz/IKEA of Sweden
191;40299687;BURFJORD;Beds;306;296;True;55;;55;07/06/1994;Ola Wihlborg
192;49277105;VALLENTUNA;Beds;847;853;True;;84;266;14/05/1985;Fredriksson/L Löwenhielm/Hilland
193;69302566;VITVAL;Beds;163;166;True;;195;135;24/06/1996;IKEA of Sweden
194;9278003;VALLENTUNA;Beds;808;821;True;93;84;266;27/01/2008;Ehlén Johansson
195;19290014;LIDHULT;Beds;538;532;True;97;95;160;14/05/2015;IKEA of Sweden/Henrik Preutz
196;20426525;DELAKTIG;Beds;166;172;True;;70;150;06/03/1989;Tom Dixon
197;10248519;GULLIVER;Beds;659;660;True;;80;66;21/10/2001;IKEA of Sweden
198;60429471;DELAKTIG;Beds;572;574;True;;;;16/07/1982;Tom Dixon
199;89300750;FLOTTEBO;Beds;243;261;True;120;79;200;28/10/2012;C Halskov/H Dalsgaard
200;29288100;DELAKTIG;Beds;418;402;True;;29;204;15/04/1996;IKEA of Sweden/Tom Dixon
201;49292686;VIMLE;Beds;203;211;True;98;83;271;23/11/2000;Ehlén Johansson/IKEA of Sweden
202;49306443;NYHAMN;Beds;113;121;True;97;90;200;23/12/2001;IKEA of Sweden/L Hilland/Lisa Hilland
203;45932080;SULTAN;Beds;665;678;True;;;;26/06/2011;IKEA of Sweden
204;10309616;BÅTSFJORD;Beds;629;620;True;;;;02/03/1982;Ehlén Johansson
205;79186774;KONGSFJORD;Beds;238;218;True;;135;180;17/07/2015;Ola Wihlborg/Synnöve Mork/IKEA of Sweden
206;99183864;FLEKKE;Beds;875;864;True;;86;88;29/07/1999;K Hagberg/M Hagberg/IKEA of Sweden
207;70248564;SUNDVIK;Beds;470;454;True;;85;67;24/05/2009;IKEA of Sweden
208;79217902;SANDBACKEN;Beds;475;469;True;;69;212;27/05/1993;David Wahl/Lisa Hilland/IKEA of Sweden
209;79150746;HOLMSUND;Beds;412;410;True;151;96;230;24/01/2005;K Hagberg/M Hagberg/IKEA of Sweden
210;29277724;VALLENTUNA;Beds;540;534;True;113;84;186;15/02/1991;Ehlén Johansson
211;59297481;FLOTTEBO;Beds;885;895;True;90;79;200;04/01/2006;C Halskov/H Dalsgaard
212;9306355;NYHAMN;Beds;253;254;True;97;90;200;25/09/1998;IKEA of Sweden/L Hilland
213;20249896;SVÄRTA;Beds;546;541;True;88;2;200;13/10/2004;Tord Björklund
214;29266184;LIDHULT;Beds;646;659;True;98;102;294;08/05/1979;IKEA of Sweden/Henrik Preutz
215;29278158;GRÖNLID;Beds;336;354;True;98;104;231;02/05/2013;Francis Cayouette/Ehlén Johansson/IKEA of Sweden
216;49268653;STUVA / FRITIDS;Beds;601;591;True;;182;;18/12/2015;Ebba Strandmark/IKEA of Sweden
217;60102067;LYCKSELE HÅVET;Beds;98;114;True;;;;11/11/2008;IKEA of Sweden
218;248567;SUNDVIK;Beds;117;120;True;;85;67;18/05/1985;IKEA of Sweden
219;60431563;FRIHETEN;Beds;862;877;True;105;83;225;07/03/1997;IKEA of Sweden
220;29285521;VIMLE;Beds;150;145;True;98;83;160;27/12/1993;Ehlén Johansson/IKEA of Sweden
221;89278481;GRÖNLID;Beds;438;448;True;164;104;277;08/09/1982;IKEA of Sweden/Ehlén Johansson/Francis Cayouette
222;70299695;BJORLI;Beds;274;286;True;;;;20/10/2001;Ola Wihlborg
223;50456417;SLÄKT;Beds;655;640;False;;40;90;21/12/1996;Ebba Strandmark
224;40296599;KURA;Beds;639;621;True;;68;97;12/10/1999;T Christensen/K Legaard
225;10311228;KURA;Beds;860;871;True;;68;97;05/05/1986;T Christensen/K Legaard
226;9277918;VALLENTUNA;Beds;405;403;True;;84;273;26/09/1990;IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland
227;19290603;LIDHULT;Beds;682;662;True;97;95;160;01/10/1986;IKEA of Sweden/Henrik Preutz
228;80309613;BRATTVÅG;Beds;188;204;True;;;;07/03/1979;Ola Wihlborg
229;59277652;VALLENTUNA;Beds;880;863;True;113;84;186;15/10/2008;IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland
230;69278415;GRÖNLID;Beds;659;662;True;98;104;267;17/08/2015;Francis Cayouette/Ehlén Johansson/IKEA of Sweden
231;80102066;LYCKSELE MURBO;Beds;761;746;True;;;;06/05/1999;IKEA of Sweden
232;89253169;STUVA / FRITIDS;Beds;803;784;True;;86;66;07/12/2014;Ebba Strandmark
233;10411242;VITVAL;Beds;611;592;True;;195;135;18/09/1990;IKEA of Sweden
234;19285588;VIMLE;Beds;758;739;True;98;83;190;05/11/1990;IKEA of Sweden/Ehlén Johansson
235;29297454;FLOTTEBO;Beds;704;690;True;90;79;200;29/08/1980;C Halskov/H Dalsgaard
236;99280884;LYCKSELE LÖVÅS;Beds;304;311;True;100;87;142;24/03/1987;IKEA of Sweden
237;9278569;GRÖNLID;Beds;872;867;True;98;104;235;14/01/1990;Ehlén Johansson/Francis Cayouette/IKEA of Sweden
238;19299726;VIMLE;Beds;868;878;True;98;83;349;24/04/2009;Ehlén Johansson/IKEA of Sweden
239;29257066;LIDHULT;Beds;499;518;True;98;102;208;23/10/2002;IKEA of Sweden/Henrik Preutz
240;39292465;VIMLE;Beds;628;618;True;98;83;246;11/04/1989;Ehlén Johansson/IKEA of Sweden
241;69292275;VIMLE;Beds;333;337;True;98;83;261;03/08/2005;Ehlén Johansson/IKEA of Sweden
242;79267280;STUVA / FRITIDS;Beds;777;759;True;;86;66;09/11/1990;Ebba Strandmark
243;99275241;STUVA / FÖLJA;Beds;115;126;True;;182;;30/09/2014;IKEA of Sweden/Ebba Strandmark
244;50201534;GONATT;Beds;663;650;True;;103;66;30/08/2006;J Asshoff/H Brogård
245;80332473;SUFFLETT;Beds;715;720;True;;80;;05/05/1996;IKEA of Sweden
246;39253176;STUVA / FRITIDS;Beds;292;302;True;;86;66;02/04/2014;Ebba Strandmark
247;69297471;FLOTTEBO;Beds;290;292;True;120;79;200;16/12/2000;C Halskov/H Dalsgaard
248;39266094;LIDHULT;Beds;443;430;True;164;102;298;11/03/2003;IKEA of Sweden/Henrik Preutz
249;89149936;LYCKSELE HÅVET;Beds;331;342;True;100;87;142;13/05/2006;IKEA of Sweden
250;39277196;GRÖNLID;Beds;673;687;True;98;104;160;13/03/1995;IKEA of Sweden/Francis Cayouette/Ehlén Johansson
251;59266074;LIDHULT;Beds;325;319;True;164;102;298;07/11/2003;Henrik Preutz/IKEA of Sweden
252;39180566;STUVA / FÖLJA;Beds;640;628;True;;86;66;21/07/2000;Ebba Strandmark
253;39266008;LIDHULT;Beds;649;629;True;98;102;208;04/02/2010;IKEA of Sweden/Henrik Preutz
254;49253185;STUVA / FRITIDS;Beds;840;852;True;;86;66;16/04/1983;Ebba Strandmark
255;59297141;JONAXEL;Bookcases & shelving units;381;371;True;51;70;25;06/01/2001;IKEA of Sweden
256;59201841;OLAUS;Bookcases & shelving units;682;673;True;36;181;92;03/09/2012;IKEA of Sweden
257;59297674;JONAXEL;Bookcases & shelving units;108;114;True;51;173;198;22/01/1990;IKEA of Sweden
258;450347;KOLBJÖRN;Bookcases & shelving units;286;275;True;35;81;80;21/05/1995;IKEA of Sweden
259;69297287;JONAXEL;Bookcases & shelving units;754;747;True;51;160;182;25/08/2003;IKEA of Sweden
260;99303461;IVAR;Bookcases & shelving units;687;676;True;;179;175;02/02/1984;IKEA of Sweden
261;70261131;GERSBY;Bookcases & shelving units;439;446;True;24;180;60;14/07/2015;IKEA of Sweden
262;20275814;KALLAX;Bookcases & shelving units;498;498;True;39;77;77;24/08/1994;Tord Björklund
263;60282186;LACK;Bookcases & shelving units;788;790;True;28;190;30;31/05/2000;C Halskov/H Dalsgaard
264;278578;HYLLIS;Bookcases & shelving units;256;255;True;27;140;60;11/12/1991;IKEA of Sweden
265;80275887;KALLAX;Bookcases & shelving units;484;502;True;39;147;77;25/11/1987;Tord Björklund
266;50419972;JONAXEL;Bookcases & shelving units;374;355;True;38;160;80;29/05/1985;IKEA of Sweden
267;30428326;HYLLIS;Bookcases & shelving units;541;539;True;27;74;60;22/01/1980;IKEA of Sweden
268;90282180;LACK;Bookcases & shelving units;281;273;True;26;;;05/10/2005;IKEA of Sweden
269;40178591;LAIVA;Bookcases & shelving units;776;787;True;24;165;62;19/03/1991;Jon Karlsson
270;40322876;SVALNÄS;Bookcases & shelving units;285;287;True;35;;81;23/03/1997;Jon Karlsson
